VariationID	Landmark	Chr	Start	End	VariationType	LocusChr	LocusStart	LocusEnd	Reference	PubMedID	Method/platform	Gain	Loss	TotalGainLossInv	Frequency	SampleSize	Genes
Variation_10699	chr13:18273321..18273481	chr13	18273321	18273481	InDel	chr13	18273321	18273481	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10700	chr13:54589110..54590092	chr13	54589110	54590092	InDel	chr13	54589110	54590092	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10701	chr13:72922299..72922493	chr13	72922299	72922493	InDel	chr13	72922299	72922493	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10702	chr13:72922299..72922493	chr13	72922299	72922493	InDel	chr13	72922299	72922493	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10703	chr13:80821434..80822375	chr13	80821434	80822375	InDel	chr13	80821434	80822375	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10704	chr14:50503634..50503758	chr14	50503634	50503758	InDel	chr14	50503634	50503758	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10705	chr14:71805100..71805791	chr14	71805100	71805791	InDel	chr14	71805100	71805791	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	RGS6
Variation_10706	chr15:31963962..31964079	chr15	31963962	31964079	InDel	chr15	31963962	31964079	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	AVEN
Variation_10707	chr15:95629779..95630196	chr15	95629779	95630196	InDel	chr15	95629779	95630196	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10708	chr15:95629779..95630196	chr15	95629779	95630196	InDel	chr15	95629779	95630196	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10709	chr17:31067090..31067497	chr17	31067090	31067497	InDel	chr17	31067090	31067497	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	AP2B1
Variation_10710	chr17:31067090..31067497	chr17	31067090	31067497	InDel	chr17	31067090	31067497	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	AP2B1
Variation_10711	chr18:27287138..27287724	chr18	27287138	27287724	InDel	chr18	27287138	27287724	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	DSG3
Variation_10712	chr2:115251371..115251918	chr2	115251371	115251918	InDel	chr2	115251371	115251918	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	DPP10
Variation_10713	chr2:116378539..116378849	chr2	116378539	116378849	InDel	chr2	116378539	116378849	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10714	chr2:116378539..116378849	chr2	116378539	116378849	InDel	chr2	116378539	116378849	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10715	chr2:116378539..116378849	chr2	116378539	116378849	InDel	chr2	116378539	116378849	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10716	chr2:116378539..116378849	chr2	116378539	116378849	InDel	chr2	116378539	116378849	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10717	chr2:116378539..116378849	chr2	116378539	116378849	InDel	chr2	116378539	116378849	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10718	chr2:12255351..12255621	chr2	12255351	12255621	InDel	chr2	12255351	12255621	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10719	chr2:146707623..146708150	chr2	146707623	146708150	InDel	chr2	146707623	146708150	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10720	chr2:166712182..166712433	chr2	166712182	166712433	InDel	chr2	166712182	166712433	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	SCN1A
Variation_10721	chr2:166712182..166712433	chr2	166712182	166712433	InDel	chr2	166712182	166712433	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	SCN1A
Variation_10722	chr2:18311252..18311843	chr2	18311252	18311843	InDel	chr2	18311252	18311843	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10723	chr2:184623332..184624205	chr2	184623332	184624205	InDel	chr2	184623332	184624205	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10724	chr2:192817829..192817940	chr2	192817829	192817940	InDel	chr2	192817829	192817940	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	TMEFF2
Variation_10725	chr2:229584833..229585312	chr2	229584833	229585312	InDel	chr2	229584833	229585312	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10726	chr2:6250738..6251697	chr2	6250738	6251697	InDel	chr2	6250738	6251697	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10727	chr2:80140398..80140796	chr2	80140398	80140796	InDel	chr2	80140398	80140796	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	CTNNA2
Variation_10728	chr20:47328482..47328649	chr20	47328482	47328649	InDel	chr20	47328482	47328649	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	NCRNA00275
Variation_10729	chr20:52926716..52927435	chr20	52926716	52927435	InDel	chr20	52926716	52927435	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10730	chr20:6370001..6370570	chr20	6370001	6370570	InDel	chr20	6370001	6370570	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10731	chr20:6370001..6370570	chr20	6370001	6370570	InDel	chr20	6370001	6370570	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10732	chr22:24081822..24082340	chr22	24081822	24082340	InDel	chr22	24081822	24082340	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	LRP5L
Variation_10733	chr3:11387882..11388387	chr3	11387882	11388387	InDel	chr3	11387882	11388387	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	ATG7
Variation_10734	chr3:118007437..118008279	chr3	118007437	118008279	InDel	chr3	118007437	118008279	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10735	chr3:131615549..131616318	chr3	131615549	131616318	InDel	chr3	131615549	131616318	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	COL6A5
Variation_10736	chr3:37961253..37961711	chr3	37961253	37961711	InDel	chr3	37961253	37961711	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	CTDSPL
Variation_10737	chr3:5699536..5699642	chr3	5699536	5699642	InDel	chr3	5699536	5699642	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10738	chr3:62586283..62586422	chr3	62586283	62586422	InDel	chr3	62585665	62586422	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	CADPS
Variation_10739	chr3:62688959..62689117	chr3	62688959	62689117	InDel	chr3	62688959	62689117	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	CADPS
Variation_10740	chr3:99893739..99894341	chr3	99893739	99894341	InDel	chr3	99893739	99894341	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10741	chr4:111361697..111362149	chr4	111361697	111362149	InDel	chr4	111361697	111362149	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	ELOVL6
Variation_10742	chr4:111361697..111362149	chr4	111361697	111362149	InDel	chr4	111361697	111362149	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	ELOVL6
Variation_10743	chr4:11342915..11343240	chr4	11342915	11343240	InDel	chr4	11342661	11343240	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10744	chr4:11342915..11343240	chr4	11342915	11343240	InDel	chr4	11342661	11343240	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10745	chr4:11342915..11343240	chr4	11342915	11343240	InDel	chr4	11342661	11343240	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10746	chr4:115537371..115537693	chr4	115537371	115537693	InDel	chr4	115537371	115537693	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10747	chr4:115537371..115537693	chr4	115537371	115537693	InDel	chr4	115537371	115537693	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10748	chr4:118903975..118904677	chr4	118903975	118904677	InDel	chr4	118903975	118904677	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10749	chr4:121466339..121466478	chr4	121466339	121466478	InDel	chr4	121466339	121466478	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10750	chr4:126064807..126065045	chr4	126064807	126065045	InDel	chr4	126064807	126065045	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10751	chr4:127402671..127403023	chr4	127402671	127403023	InDel	chr4	127402671	127403023	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10752	chr4:135620107..135620402	chr4	135620107	135620402	InDel	chr4	135620107	135620402	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10753	chr4:157237084..157237534	chr4	157237084	157237534	InDel	chr4	157237084	157237534	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10754	chr4:159087164..159088132	chr4	159087164	159088132	InDel	chr4	159087164	159088132	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10755	chr4:159087785..159088132	chr4	159087785	159088132	InDel	chr4	159087164	159088132	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10756	chr4:163693145..163693543	chr4	163693145	163693543	InDel	chr4	163693145	163693543	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10757	chr4:172749130..172749434	chr4	172749130	172749434	InDel	chr4	172749130	172749434	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10758	chr4:179261157..179262044	chr4	179261157	179262044	InDel	chr4	179261157	179262044	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	LOC285501
Variation_10759	chr4:179261157..179262044	chr4	179261157	179262044	InDel	chr4	179261157	179262044	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	LOC285501
Variation_10760	chr4:58337505..58338390	chr4	58337505	58338390	InDel	chr4	58337505	58338390	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10761	chr4:69203172..69203509	chr4	69203172	69203509	InDel	chr4	69203172	69203509	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10762	chr4:69203172..69203509	chr4	69203172	69203509	InDel	chr4	69203172	69203509	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10763	chr4:69287838..69288296	chr4	69287838	69288296	InDel	chr4	69287838	69288296	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10764	chr4:73000010..73000397	chr4	73000010	73000397	InDel	chr4	73000010	73000397	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	GC
Variation_10765	chr4:74921073..74921307	chr4	74921073	74921307	InDel	chr4	74920512	74921307	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10766	chr4:75448371..75448802	chr4	75448371	75448802	InDel	chr4	75448371	75448802	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	MTHFD2L
Variation_10767	chr4:89113166..89113289	chr4	89113166	89113289	InDel	chr4	89113166	89113289	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	MEPE
Variation_10768	chr4:89113166..89113289	chr4	89113166	89113289	InDel	chr4	89113166	89113289	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	MEPE
Variation_10769	chr4:89113166..89113289	chr4	89113166	89113289	InDel	chr4	89113166	89113289	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	MEPE
Variation_10770	chr4:90356219..90356586	chr4	90356219	90356586	InDel	chr4	90356219	90356586	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10771	chr4:94893582..94894332	chr4	94893582	94894332	InDel	chr4	94893582	94894332	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	GRID2
Variation_10772	chr5:109418786..109419129	chr5	109418786	109419129	InDel	chr5	109418786	109419129	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10773	chr5:109452450..109453291	chr5	109452450	109453291	InDel	chr5	109452450	109453291	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10774	chr5:111710742..111711216	chr5	111710742	111711216	InDel	chr5	111710742	111711216	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	EPB41L4A
Variation_10775	chr5:173398074..173398207	chr5	173398074	173398207	InDel	chr5	173398074	173398207	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10776	chr5:173398074..173398207	chr5	173398074	173398207	InDel	chr5	173398074	173398207	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10777	chr5:39851878..39852056	chr5	39851878	39852056	InDel	chr5	39851878	39852056	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10778	chr5:57991829..57992021	chr5	57991829	57992021	InDel	chr5	57991829	57992021	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	RAB3C
Variation_10779	chr5:57991829..57992021	chr5	57991829	57992021	InDel	chr5	57991829	57992021	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	RAB3C
Variation_10780	chr5:82241608..82241725	chr5	82241608	82241725	InDel	chr5	82241608	82241725	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10781	chr5:96137482..96137761	chr5	96137482	96137761	InDel	chr5	96137482	96137761	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	ERAP1
Variation_10782	chr6:133962256..133962459	chr6	133962256	133962459	InDel	chr6	133962256	133962459	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10783	chr6:151016731..151017502	chr6	151016731	151017502	InDel	chr6	151016731	151017502	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	PLEKHG1
Variation_10784	chr6:2882417..2882733	chr6	2882417	2882733	InDel	chr6	2882417	2882733	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10785	chr6:33523285..33524089	chr6	33523285	33524089	InDel	chr6	33523285	33524089	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	SYNGAP1
Variation_10786	chr6:66460447..66460558	chr6	66460447	66460558	InDel	chr6	66460447	66460558	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	EYS
Variation_10787	chr6:67088256..67088556	chr6	67088256	67088556	InDel	chr6	67088256	67088556	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10788	chr6:67088256..67088556	chr6	67088256	67088556	InDel	chr6	67088256	67088556	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10789	chr6:79083083..79083405	chr6	79083083	79083405	InDel	chr6	79083083	79083405	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
Variation_10790	chr7:124252006..124252551	chr7	124252006	124252551	InDel	chr7	124252006	124252551	Conrad et al. (2005)	16327808	Mendelian inconsistencies					HapMap individuals	
